1839	4073
1874	2862
1669	1843
1369	1706
585	1101
999	1095
1258	1029
1287	900
1037	854
1440	783
1625	770
511	738
453	702
1998	694
882	635
1	606
1278	471
793	466
1159	437
1974	425
869	423
1580	400
1198	367
1522	341
895	329
993	310
1277	304
1894	300
737	297
1328	296
411	293
217	285
1876	268
350	258
1833	255
702	250
498	245
1963	244
852	239
1586	227
1906	195
691	180
1550	173
1844	167
943	159
34	156
1706	144
412	143
1992	140
1618	140
713	140
829	139
1882	136
1120	133
2027	127
1768	127
479	124
1380	122
341	118
1878	117
1619	115
203	115
1323	109
155	109
939	108
903	108
841	108
1269	107
1510	99
730	98
1987	96
1291	93
245	93
1011	91
1782	88
329	86
1792	85
1674	84
1578	83
278	80
817	76
359	76
223	76
1274	75
1881	73
539	72
137	72
1576	71
1751	69
403	64
620	63
1393	61
630	61
1953	55
1813	55
1628	55
1641	54
1453	54
465	54
266	52
1500	51
1587	50
363	50
1770	49
25	48
1501	47
987	47
457	47
723	46
1194	45
1797	44
833	44
1339	42
84	41
252	40
1670	39
1912	38
863	38
45	38
1629	37
1942	36
476	36
92	35
1536	33
272	33
1809	32
898	32
12	32
728	31
1957	30
1698	30
1246	30
535	30
346	30
301	29
1374	28
419	28
656	27
1441	26
1192	26
151	26
1737	25
1626	25
998	25
24	25
1932	24
1999	23
1758	23
764	23
229	23
1930	22
1800	22
521	22
263	22
228	22
129	22
87	22
5	22
1731	21
1157	21
1149	21
805	21
690	21
339	21
211	21
90	21
1254	20
838	20
740	20
1601	19
1222	19
1179	19
928	19
907	19
605	19
599	19
1164	18
794	18
248	18
1720	17
1505	17
279	17
1880	16
1239	16
718	16
659	16
549	16
1582	15
1497	15
1220	15
853	15
1116	14
761	14
634	14
420	14
353	14
2006	13
1955	13
1595	13
1435	13
1267	13
1018	13
689	13
293	13
1927	12
984	12
424	12
390	12
367	12
55	12
1911	11
1780	11
1743	11
1541	11
1430	11
1385	11
904	11
902	11
806	11
569	11
369	11
362	11
344	11
179	11
1398	10
1384	10
1308	10
1091	10
1039	10
1021	10
918	10
905	10
760	10
626	10
622	10
520	10
444	10
312	10
284	10
38	10
1994	9
1989	9
1870	9
1814	9
1689	9
1680	9
1504	9
1350	9
956	9
803	9
658	9
430	9
165	9
1918	8
1774	8
1728	8
1690	8
1634	8
1415	8
1312	8
1303	8
1079	8
991	8
547	8
421	8
383	8
291	8
1995	7
1983	7
1914	7
1798	7
1767	7
1739	7
1520	7
1514	7
1488	7
1216	7
1181	7
1175	7
963	7
938	7
757	7
615	7
580	7
542	7
486	7
466	7
331	7
98	7
1857	6
1846	6
1738	6
1727	6
1655	6
1575	6
1377	6
1363	6
1272	6
1047	6
1045	6
513	6
432	6
376	6
315	6
295	6
292	6
275	6
256	6
249	6
178	6
148	6
110	6
99	6
32	6
17	6
2010	5
1988	5
1984	5
1831	5
1799	5
1715	5
1712	5
1673	5
1617	5
1565	5
1451	5
1352	5
1302	5
1261	5
1104	5
1082	5
1058	5
1023	5
979	5
969	5
911	5
870	5
705	5
679	5
629	5
441	5
418	5
209	5
164	5
142	5
93	5
13	5
2024	4
2009	4
1948	4
1922	4
1897	4
1886	4
1843	4
1838	4
1830	4
1762	4
1688	4
1644	4
1642	4
1524	4
1419	4
1392	4
1381	4
1376	4
1342	4
1300	4
1281	4
1234	4
1154	4
1150	4
1121	4
1109	4
1097	4
1095	4
1034	4
1009	4
1000	4
897	4
872	4
839	4
763	4
675	4
616	4
601	4
583	4
534	4
517	4
488	4
475	4
467	4
442	4
422	4
379	4
303	4
265	4
251	4
205	4
158	4
122	4
120	4
97	4
76	4
69	4
2028	3
1990	3
1981	3
1934	3
1931	3
1896	3
1890	3
1868	3
1852	3
1823	3
1777	3
1752	3
1747	3
1742	3
1717	3
1693	3
1684	3
1675	3
1623	3
1591	3
1566	3
1562	3
1543	3
1538	3
1526	3
1518	3
1494	3
1484	3
1482	3
1413	3
1404	3
1337	3
1333	3
1256	3
1238	3
1231	3
1213	3
1187	3
1126	3
1096	3
1076	3
1025	3
1007	3
990	3
989	3
917	3
893	3
835	3
825	3
821	3
802	3
784	3
754	3
747	3
732	3
720	3
678	3
618	3
614	3
603	3
594	3
592	3
551	3
541	3
529	3
485	3
478	3
415	3
410	3
373	3
347	3
330	3
288	3
220	3
206	3
149	3
134	3
79	3
29	3
1964	2
1945	2
1920	2
1900	2
1884	2
1875	2
1866	2
1860	2
1812	2
1808	2
1796	2
1776	2
1759	2
1753	2
1709	2
1705	2
1704	2
1694	2
1683	2
1681	2
1672	2
1666	2
1659	2
1651	2
1624	2
1622	2
1615	2
1614	2
1613	2
1604	2
1589	2
1588	2
1581	2
1574	2
1519	2
1512	2
1499	2
1493	2
1485	2
1481	2
1477	2
1468	2
1466	2
1456	2
1454	2
1449	2
1444	2
1439	2
1418	2
1417	2
1383	2
1365	2
1357	2
1353	2
1347	2
1345	2
1340	2
1321	2
1299	2
1297	2
1293	2
1290	2
1275	2
1268	2
1263	2
1257	2
1203	2
1197	2
1195	2
1183	2
1182	2
1178	2
1163	2
1155	2
1145	2
1140	2
1131	2
1125	2
1112	2
1098	2
1085	2
1066	2
1053	2
1022	2
1017	2
994	2
981	2
975	2
974	2
959	2
957	2
940	2
936	2
922	2
908	2
887	2
883	2
876	2
861	2
857	2
850	2
836	2
831	2
818	2
815	2
812	2
799	2
788	2
785	2
749	2
746	2
734	2
712	2
673	2
651	2
645	2
642	2
633	2
628	2
621	2
596	2
593	2
590	2
582	2
545	2
540	2
532	2
531	2
526	2
510	2
497	2
494	2
490	2
489	2
481	2
462	2
459	2
454	2
426	2
397	2
396	2
391	2
389	2
371	2
370	2
324	2
250	2
247	2
234	2
219	2
185	2
182	2
176	2
163	2
161	2
156	2
145	2
144	2
133	2
131	2
118	2
108	2
106	2
58	2
50	2
33	2
2026	1
2021	1
2020	1
2013	1
2007	1
2002	1
2000	1
1996	1
1979	1
1977	1
1975	1
1972	1
1970	1
1967	1
1961	1
1959	1
1958	1
1954	1
1944	1
1941	1
1938	1
1909	1
1908	1
1904	1
1902	1
1891	1
1885	1
1883	1
1879	1
1877	1
1871	1
1869	1
1867	1
1865	1
1862	1
1861	1
1853	1
1847	1
1842	1
1828	1
1827	1
1820	1
1807	1
1802	1
1801	1
1790	1
1789	1
1775	1
1772	1
1764	1
1763	1
1760	1
1757	1
1755	1
1748	1
1745	1
1744	1
1736	1
1729	1
1725	1
1724	1
1723	1
1722	1
1714	1
1711	1
1710	1
1703	1
1687	1
1682	1
1671	1
1667	1
1665	1
1664	1
1658	1
1656	1
1647	1
1637	1
1636	1
1630	1
1627	1
